URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://fhir.fabrica.inf.ufg.br/ig/CodeSystem/qualificacao,0.0.2,active,,QualificacaoAnimalTerapeuta,Qualificação de animal terapeuta,"Vocabulário para designar as capacidades de um animal terapeuta",
